Assay Name	Phenotype Name	Observable	Term Source Ref	Term Accession Number	Attribute	Term Source Ref	Term Accession Number	Value	Term Source Ref	Term Accession Number	Unit	Term Source Ref	Term Accession Number
PMI.IR_WHO.PMI1978.Etofenprox 0.5%	mortality percentage:80.0, 0.5 % etofenprox	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	80.0			percent	UO	0000187
PMI.IR_WHO.PMI1979.Fenitrothion 1.0%	mortality percentage:100.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1980.Lambda-cyhalothrin 0.75%	mortality percentage:85.0, 0.75 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	85.0			percent	UO	0000187
PMI.IR_WHO.PMI1981.Permethrin 0.75%	mortality percentage:90.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	90.0			percent	UO	0000187
PMI.IR_WHO.PMI1982.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1983.DDT 4.0%	mortality percentage:99.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	99.0			percent	UO	0000187
PMI.IR_WHO.PMI1984.Deltamethrin 0.05%	mortality percentage:99.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	99.0			percent	UO	0000187
PMI.IR_WHO.PMI1985.Etofenprox 0.5%	mortality percentage:100.0, 0.5 % etofenprox	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1986.Fenitrothion 1.0%	mortality percentage:100.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1987.Lambda-cyhalothrin 0.75%	mortality percentage:96.0, 0.75 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	96.0			percent	UO	0000187
PMI.IR_WHO.PMI1988.Permethrin 0.75%	mortality percentage:97.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	97.0			percent	UO	0000187
PMI.IR_WHO.PMI1989.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1990.DDT 4.0%	mortality percentage:99.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	99.0			percent	UO	0000187
PMI.IR_WHO.PMI1991.Deltamethrin 0.05%	mortality percentage:82.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	82.0			percent	UO	0000187
PMI.IR_WHO.PMI1992.Etofenprox 0.5%	mortality percentage:76.0, 0.5 % etofenprox	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	76.0			percent	UO	0000187
PMI.IR_WHO.PMI1993.Fenitrothion 1.0%	mortality percentage:100.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1994.Lambda-cyhalothrin 0.75%	mortality percentage:74.0, 0.75 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	74.0			percent	UO	0000187
PMI.IR_WHO.PMI1995.Permethrin 0.75%	mortality percentage:76.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	76.0			percent	UO	0000187
PMI.IR_WHO.PMI1996.Bendiocarb 0.1%	mortality percentage:97.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	97.0			percent	UO	0000187
PMI.IR_WHO.PMI1997.DDT 4.0%	mortality percentage:100.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI1998.Deltamethrin 0.05%	mortality percentage:99.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	99.0			percent	UO	0000187
PMI.IR_WHO.PMI1999.Etofenprox 0.5%	mortality percentage:97.0, 0.5 % etofenprox	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	97.0			percent	UO	0000187
PMI.IR_WHO.PMI2000.Fenitrothion 1.0%	mortality percentage:100.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2001.Lambda-cyhalothrin 0.75%	mortality percentage:95.0, 0.75 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	95.0			percent	UO	0000187
PMI.IR_WHO.PMI2002.Permethrin 0.75%	mortality percentage:98.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	98.0			percent	UO	0000187
PMI.IR_WHO.PMI2007.Lambda-cyhalothrin 0.05%	mortality percentage:100.0, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2008.Permethrin 0.75%	mortality percentage:99.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	99.0			percent	UO	0000187
PMI.IR_WHO.PMI2009.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2010.DDT 4.0%	mortality percentage:52.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	52.0			percent	UO	0000187
PMI.IR_WHO.PMI2011.Deltamethrin 0.05%	mortality percentage:97.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	97.0			percent	UO	0000187
PMI.IR_WHO.PMI2013.Lambda-cyhalothrin 0.05%	mortality percentage:96.0, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	96.0			percent	UO	0000187
PMI.IR_WHO.PMI2014.Permethrin 0.75%	mortality percentage:82.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	82.0			percent	UO	0000187
PMI.IR_WHO.PMI2021.DDT 4.0%	mortality percentage:88.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	88.0			percent	UO	0000187
PMI.IR_WHO.PMI2022.Deltamethrin 0.05%	mortality percentage:100.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2023.Lambda-cyhalothrin 0.05%	mortality percentage:100.0, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2024.Permethrin 0.75%	mortality percentage:94.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	94.0			percent	UO	0000187
PMI.IR_WHO.PMI2025.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2026.Deltamethrin 0.05%	mortality percentage:95.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	95.0			percent	UO	0000187
PMI.IR_WHO.PMI2027.Lambda-cyhalothrin 0.05%	mortality percentage:95.0, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	95.0			percent	UO	0000187
PMI.IR_WHO.PMI2028.Permethrin 0.75%	mortality percentage:85.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	85.0			percent	UO	0000187
PMI.IR_WHO.PMI2033.Lambda-cyhalothrin 0.05%	mortality percentage:90.0, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	90.0			percent	UO	0000187
PMI.IR_WHO.PMI2034.Permethrin 0.75%	mortality percentage:65.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	65.0			percent	UO	0000187
PMI.IR_WHO.PMI2039.Lambda-cyhalothrin 0.05%	mortality percentage:98.0, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	98.0			percent	UO	0000187
PMI.IR_WHO.PMI2040.Permethrin 0.75%	mortality percentage:86.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	86.0			percent	UO	0000187
PMI.IR_WHO.PMI2045.Lambda-cyhalothrin 0.05%	mortality percentage:95.0, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	95.0			percent	UO	0000187
PMI.IR_WHO.PMI2046.Permethrin 0.75%	mortality percentage:100.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2047.Bendiocarb 0.1%	mortality percentage:91.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	91.0			percent	UO	0000187
PMI.IR_WHO.PMI2050.Lambda-cyhalothrin 0.05%	mortality percentage:99.0, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	99.0			percent	UO	0000187
PMI.IR_WHO.PMI2051.Permethrin 0.75%	mortality percentage:97.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	97.0			percent	UO	0000187
PMI.IR_WHO.PMI2052.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2053.DDT 4.0%	mortality percentage:67.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	67.0			percent	UO	0000187
PMI.IR_WHO.PMI2054.Deltamethrin 0.05%	mortality percentage:100.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2056.Lambda-cyhalothrin 0.05%	mortality percentage:73.0, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	73.0			percent	UO	0000187
PMI.IR_WHO.PMI2057.Permethrin 0.75%	mortality percentage:66.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	66.0			percent	UO	0000187
PMI.IR_WHO.PMI2062.Lambda-cyhalothrin 0.05%	mortality percentage:80.0, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	80.0			percent	UO	0000187
PMI.IR_WHO.PMI2063.Permethrin 0.75%	mortality percentage:60.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	60.0			percent	UO	0000187
PMI.IR_WHO.PMI2064.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2065.DDT 4.0%	mortality percentage:64.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	64.0			percent	UO	0000187
PMI.IR_WHO.PMI2066.Deltamethrin 0.05%	mortality percentage:87.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	87.0			percent	UO	0000187
PMI.IR_WHO.PMI2067.Fenitrothion 1.0%	mortality percentage:100.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2068.Lambda-cyhalothrin 0.05%	mortality percentage:92.0, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	92.0			percent	UO	0000187
PMI.IR_WHO.PMI2069.Permethrin 0.75%	mortality percentage:87.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	87.0			percent	UO	0000187
PMI.IR_WHO.PMI2070.Bendiocarb 0.1%	mortality percentage:94.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	94.0			percent	UO	0000187
PMI.IR_WHO.PMI2071.DDT 4.0%	mortality percentage:17.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	17.0			percent	UO	0000187
PMI.IR_WHO.PMI2072.Deltamethrin 0.05%	mortality percentage:69.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	69.0			percent	UO	0000187
PMI.IR_WHO.PMI2073.Fenitrothion 1.0%	mortality percentage:95.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	95.0			percent	UO	0000187
PMI.IR_WHO.PMI2074.Lambda-cyhalothrin 0.05%	mortality percentage:64.0, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	64.0			percent	UO	0000187
PMI.IR_WHO.PMI2075.Permethrin 0.75%	mortality percentage:35.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	35.0			percent	UO	0000187
PMI.IR_WHO.PMI2076.DDT 4.0%	mortality percentage:73.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	73.0			percent	UO	0000187
PMI.IR_WHO.PMI2077.Deltamethrin 0.05%	mortality percentage:100.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2078.Fenitrothion 1.0%	mortality percentage:100.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2079.Lambda-cyhalothrin 0.05%	mortality percentage:91.0, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	91.0			percent	UO	0000187
PMI.IR_WHO.PMI2080.Permethrin 0.75%	mortality percentage:91.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	91.0			percent	UO	0000187
PMI.IR_WHO.PMI2081.Bendiocarb 0.1%	mortality percentage:91.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	91.0			percent	UO	0000187
PMI.IR_WHO.PMI2082.DDT 4.0%	mortality percentage:67.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	67.0			percent	UO	0000187
PMI.IR_WHO.PMI2083.Deltamethrin 0.05%	mortality percentage:100.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2084.Fenitrothion 1.0%	mortality percentage:100.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2085.Lambda-cyhalothrin 0.05%	mortality percentage:73.0, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	73.0			percent	UO	0000187
PMI.IR_WHO.PMI2086.Permethrin 0.75%	mortality percentage:66.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	66.0			percent	UO	0000187
PMI.IR_WHO.PMI2087.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2088.DDT 4.0%	mortality percentage:92.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	92.0			percent	UO	0000187
PMI.IR_WHO.PMI2089.Deltamethrin 0.05%	mortality percentage:94.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	94.0			percent	UO	0000187
PMI.IR_WHO.PMI2090.Fenitrothion 1.0%	mortality percentage:100.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2091.Lambda-cyhalothrin 0.05%	mortality percentage:100.0, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2092.Permethrin 0.75%	mortality percentage:81.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	81.0			percent	UO	0000187
PMI.IR_WHO.PMI2093.DDT 4.0%	mortality percentage:24.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	24.0			percent	UO	0000187
PMI.IR_WHO.PMI2094.Deltamethrin 0.05%	mortality percentage:85.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	85.0			percent	UO	0000187
PMI.IR_WHO.PMI2095.Fenitrothion 1.0%	mortality percentage:96.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	96.0			percent	UO	0000187
PMI.IR_WHO.PMI2096.Lambda-cyhalothrin 0.05%	mortality percentage:83.0, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	83.0			percent	UO	0000187
PMI.IR_WHO.PMI2097.Bendiocarb 0.1%	mortality percentage:68.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	68.0			percent	UO	0000187
PMI.IR_WHO.PMI2098.DDT 4.0%	mortality percentage:88.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	88.0			percent	UO	0000187
PMI.IR_WHO.PMI2099.Deltamethrin 0.05%	mortality percentage:82.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	82.0			percent	UO	0000187
PMI.IR_WHO.PMI2100.Fenitrothion 1.0%	mortality percentage:100.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2101.Lambda-cyhalothrin 0.05%	mortality percentage:90.0, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	90.0			percent	UO	0000187
PMI.IR_WHO.PMI2102.Permethrin 0.75%	mortality percentage:55.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	55.0			percent	UO	0000187
PMI.IR_WHO.PMI2103.Bendiocarb 0.1%	mortality percentage:97.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	97.0			percent	UO	0000187
PMI.IR_WHO.PMI2104.DDT 4.0%	mortality percentage:6.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	6.0			percent	UO	0000187
PMI.IR_WHO.PMI2105.Deltamethrin 0.05%	mortality percentage:43.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	43.0			percent	UO	0000187
PMI.IR_WHO.PMI2106.Fenitrothion 1.0%	mortality percentage:98.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	98.0			percent	UO	0000187
PMI.IR_WHO.PMI2107.Lambda-cyhalothrin 0.05%	mortality percentage:12.0, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	12.0			percent	UO	0000187
PMI.IR_WHO.PMI2108.Permethrin 0.75%	mortality percentage:8.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	8.0			percent	UO	0000187
PMI.IR_WHO.PMI2109.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2110.DDT 4.0%	mortality percentage:35.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	35.0			percent	UO	0000187
PMI.IR_WHO.PMI2111.Deltamethrin 0.05%	mortality percentage:91.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	91.0			percent	UO	0000187
PMI.IR_WHO.PMI2112.Fenitrothion 1.0%	mortality percentage:100.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2113.Lambda-cyhalothrin 0.05%	mortality percentage:100.0, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2114.Permethrin 0.75%	mortality percentage:55.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	55.0			percent	UO	0000187
PMI.IR_WHO.PMI2115.Bendiocarb 0.1%	mortality percentage:18.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	18.0			percent	UO	0000187
PMI.IR_WHO.PMI2116.DDT 4.0%	mortality percentage:7.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	7.0			percent	UO	0000187
PMI.IR_WHO.PMI2117.Deltamethrin 0.05%	mortality percentage:89.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	89.0			percent	UO	0000187
PMI.IR_WHO.PMI2118.Fenitrothion 1.0%	mortality percentage:100.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2119.Lambda-cyhalothrin 0.05%	mortality percentage:8.0, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	8.0			percent	UO	0000187
PMI.IR_WHO.PMI2120.Permethrin 0.75%	mortality percentage:12.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	12.0			percent	UO	0000187
PMI.IR_WHO.PMI2121.Bendiocarb 0.1%	mortality percentage:87.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	87.0			percent	UO	0000187
PMI.IR_WHO.PMI2122.DDT 4.0%	mortality percentage:4.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	4.0			percent	UO	0000187
PMI.IR_WHO.PMI2123.Deltamethrin 0.05%	mortality percentage:41.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	41.0			percent	UO	0000187
PMI.IR_WHO.PMI2124.Fenitrothion 1.0%	mortality percentage:100.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2125.Lambda-cyhalothrin 0.05%	mortality percentage:51.0, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	51.0			percent	UO	0000187
PMI.IR_WHO.PMI2126.Permethrin 0.75%	mortality percentage:15.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	15.0			percent	UO	0000187
PMI.IR_WHO.PMI2127.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2128.DDT 4.0%	mortality percentage:11.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	11.0			percent	UO	0000187
